CourseId,Review,Label,language,sentiment,clean_review
machine-learning,Excellent course. Very well explained by Andrew Ng.,5,en,positive,excellent course explain andrew ng
rails-with-active-record,"Content of the course is great! But if you get stuck in a problem no one responds or guides you. For practice purpose just take the free version, paid version is not worth taking, as you will not get any additional guidance or support to do assignments when stuck.",1,en,negative,content course great stick problem respond guide practice purpose free version pay version worth take additional guidance support assignment stick
fluid-power,"This course is very explanatory and it has many practical life scenarios, which we are not exposed in college (here in india). Thank you very much for this course.",5,en,positive,course explanatory practical life scenario expose college india thank course
analytics-business-metrics,Provides a good overview of metrics and how to think about them. A good starting point,4,en,positive,provide good overview metric think good starting point
happiness,Life changing course. Thank you Raj and all the team,5,en,positive,life change course thank raj team
written-constitution,The instructor just rambles on and on... there is no structure to the lectures.,1,en,negative,instructor ramble structure lecture
python-network-data,Great course. Easy to follow with Dr Chuck leading the way. I would,5,en,positive,great course easy follow dr chuck lead way
r-programming,"Dr. Peng is great at teaching, and the lectures are not hard to follow. The recommended e-book is almost a transcript of the lectures' examples, and I really recommend getting it (I got it on print, as I like to make annotations while following the videos).That being said, the Programming Assignments are extremely difficult for anyone with no programming background. The Assignments do not require just what is being taught, and demands a lot of google and stack overflow research in order to solve the problems. If you are doing other Coursera courses and/or working at the same time, I recommend you invest time in this and do not let the assignments for the weekends.",3,en,neutral,dr peng great teaching lecture hard follow recommended e book transcript lecture example recommend get get print like annotation follow say programming assignment extremely difficult programming background assignment require teach demand lot google stack overflow research order solve problem coursera course work time recommend invest time let assignment weekend
algorithmic-toolbox,The materials covered are not enough to fully explore the topics. Should include much more detailed explanations especially when explaining some of the complex algorithms.,3,en,neutral,material cover fully explore topic include detailed explanation especially explain complex algorithm
big-data-cloud-computing-cdn,"Trying to cover many subjects and diving deep into less interesting areas.The lectures themselves are very clear and easy to understand, accompanies with good decks.",3,en,neutral,try cover subject diving deep interesting lecture clear easy understand accompany good deck
wharton-introduction-spreadsheets-models,"What to say about this course? On the one hand, I learned a lot which merits the three stars. On the other hand, the quizzes were very poorly designed. It took me the maximum three tries on every single quiz to pass and I did just barely. Hey, this is EXCEL, not advanced calculus! Also, there were questions on the quiz that weren't even covered in the particular module. E.g., on quiz #1, there was a question about ""objective functions"" which the instructor didn't explain until the last course module. There were times when I questioned my own sanity until I read in the course discussions that others were experiencing the same issues. Before presenting this course again, TEST, TEST, TEST the quizzes and answers!! And if you're not going to allow for a range of correct answers or formatting variances, then change all questions to multiple choice where there's (maybe) a fighting chance of passing. I am immensely relieved this course is done and I can move on to the next one in the specialization--hoping it's better organized as was the Fundamentals course that Richard Waterman taught. I was fearful that a course in Excel was going to doom me for the rest of the specialization. Last recommendation: improve the presentation materials. Provide more details for reference purposes. Okay, I'm going to go relax, now, to recover from this trying experience....",3,en,neutral,course hand learn lot merit star hand quiz poorly design take maximum try single quiz pass barely hey excel advanced calculus question quiz cover particular module quiz question objective function instructor explain course module time question sanity read course discussion experience issue present course test test test quiz answer go allow range correct answer formatting variance change question multiple choice maybe fighting chance pass immensely relieve course specialization hop well organize fundamental course richard waterman teach fearful course excel go doom rest specialization recommendation improve presentation material provide detail reference purpose okay go relax recover try experience
work-smarter-not-harder,Lots of helpful information and tools to use were provided from this course.,3,en,neutral,lot helpful information tool use provide course
financial-markets,Very complete finance Course. Robert Shiller is a very good professor,5,en,positive,complete finance course robert shiller good professor
personal-branding,This course will be helpful for brands / people who begin their journey with personal branding and social media. The material contains many detailed personal examples and another great value of the course is in sharing experiences in the forums.,3,en,neutral,course helpful brand people begin journey personal branding social medium material contain detailed personal example great value course share experience forum
principles-of-macroeconomics,very informational and useful,5,en,positive,informational useful
learning-how-to-learn,Wonderful course so far! The name is very accurate and I feel myself growing mentally (significantly!) in a much quicker time. Thanks!,5,en,positive,wonderful course far accurate feel grow mentally significantly quick time thank
grammar-punctuation,A very good course to understand the basics of punctuation and grammar.,5,en,positive,good course understand basic punctuation grammar
power-electronics,It was an awesome course. I learned a lot from this course. The method of teaching was quite simple and student friendly. I just want to say that if you will avail more solved examples then it will be quite helpful for us.,5,en,positive,awesome course learn lot course method teaching simple student friendly want avail solved example helpful
java-programming,Got me thinking :),5,en,positive,get think
learning-how-to-learn,very informative and useful. Thank you Barbara Oakley,5,en,positive,informative useful thank barbara oakley
galaxy-project,I am very dissatisfied with how there was absolutely no outside help/feedback from instructors or mentors in the forums when clearly the final project was outside the scope of the material presented. In the future it would helpful if either the lectures were modified to be more helpful in completion of the final project or the final project to be reflected of material in the lectures. Either way I felt like I taught myself all of this material using web resources and got absolutely nothing for what I paid for.,2,en,negative,dissatisfied absolutely outside help feedback instructor mentor forum clearly final project outside scope material present future helpful lecture modify helpful completion final project final project reflect material lecture way feel like teach material web resource get absolutely pay
robotics-motion-planning,"Overall decent course.This course focused less on the theory aspects in the course videos, which bothered me a lot considering I am paying for it. But the explanations were still good for those algorithms.The assignments were good as well. I liked how they made us work on them instead of the first course where we were mostly tuning parameters. Hopefully MOOCs start having challenging assignments too.The instructor explained really well too!I didn't really end up visiting the Discussion Forums for this course at all. So can't comment on the participation from other students or TAs.Future Advice -Considering how other courses offer about 1-2 hours of course videos, I think this course could offer a lot more. One assignment problem focusing on one algorithm, while having other challenging algorithms taught in those videos to be left for our own implementation would help students a lot more i believe.",3,en,neutral,overall decent course focus theory aspect course video bother lot consider pay explanation good assignment good like work instead course tune parameter hopefully mooc start have challenge assignment instructor explain end visit discussion forum course comment participation student advice course offer hour course video think course offer lot assignment problem focus algorithm have challenging algorithm teach video leave implementation help student lot believe
machine-learning,"Mistakes during the videos are only corrected in its review. Often there's a new attempt of Andrew Ng to say something without even cutting out the first attempt. The mathematical symbols sometimes didn't encode at all. The quality needs to be redone, as this was not a completely satisfying experience for an 80USD course.",2,en,negative,mistake video correct review new attempt andrew ng cut attempt mathematical symbol encode quality need redo completely satisfying experience course
python-data-analysis,"The instructor is warm and seems pretty interested.Content is way too minimal though and it's not enough to prepare the student for the assessments.A lot of searching is required in order to arrive at the solution which more often than not is not the most optimum one. Forums are only supported by fellow students and staff's involvement is next to zero in there. Even threads that deal with clarifying questions were not answered by the staff.I understand that this way enforces community building and helping fellow students, but staff's participation would be highly appreciated.",3,en,neutral,instructor warm pretty way minimal prepare student lot searching require order arrive solution optimum forum support fellow student staff involvement zero thread deal clarify question answer understand way enforce community build help fellow student staff participation highly appreciated
algorithmic-toolbox,"Feedback in assignment is not good enough.For example, for the points and segment, there are no correct answer in output as a reference.",2,en,negative,feedback assignment good example point segment correct answer output reference
project-management-basics,"Constructive and well put together! And actually interesting to listen to. Though I wished it had at least one in-depth, detailed example on how to adjust the plan when things happen.Thanks!",4,en,positive,constructive actually interesting listen wish depth detailed example adjust plan thing
food-and-health,"If you have some basic knowledge about food and nutrition, then this course is not the right for you. It's very basic and sometimes trivial. But the lecturer and course itself was really nice.",3,en,neutral,basic knowledge food nutrition course right basic trivial lecturer course nice
cyber-security-domain,all on demand flow are bad. difficult to follow and see where we are and what is left...,1,en,negative,demand flow bad difficult follow leave
python-databases,Amazing and very knowledgeable Dr. Chuk. I wish the lectures could have been a little more detailed and we could have more practice assignment.,5,en,positive,amazing knowledgeable dr chuk wish lecture little detailed practice assignment
progfun1,Mostly Great!!There were certain things in penultimate assignment that were only talked about after the assignment which was a little intimidating but in general the course was well sructured and useful,5,en,positive,certain thing penultimate assignment talk assignment little intimidating general course sructured useful
python-data-analysis,Very nice introduction to pandas for those who already know how to program.,5,en,positive,nice introduction panda know program
web-frameworks,This course gave me the fundamentals to start with the development of responsive web sites. The learning process is well supported with some exercises for each reviewed topic.,4,en,positive,course give fundamental start development responsive web site learning process support exercise review topic
python,Basic intro to Python. But I found the content not to systematically organized....,3,en,neutral,basic intro python find content systematically organize
gis,"I really enjoyed this course, it gives you a clear introduction on GIS, and allows you to further your knowledge in other courses.",5,en,positive,enjoy course give clear introduction gis allow knowledge course
html,"autograder will not accept my valid code that contains all valid elements, will not make the deadline so will not bother continuing.",1,en,negative,autograder accept valid code contain valid element deadline bother continue
ruby-on-rails-web-services-mongodb,Very long assignment,3,en,neutral,long assignment
practical-machine-learning,Very little depth. I don't recommend this if you don't already have background in statistics or R. I really didn't learn anything. I mostly just gamed the quizzes and projects.,1,en,negative,little depth recommend background statistic learn game quiz project
video-game-story,"I found that the portion of the class that taught story-telling was painfully over simplified. I learned nothing and felt no challenge whatsoever, in fact, I felt as though I was rehashing information from a 9th grade English class (no hyperbole). The other component of this class was learning how to create documents that you could use to pitch your game to developers. I found this component to be useful, but it could have easily been compressed into a single week if not a single lecture. There is no real accountability when it comes to grading work, as work is peer graded and students grade capriciously without regard for the criteria laid out in the lecture. In other words, most students responded to how cool or interesting they found my assignments, without regard for the weekly lecture or the grading criteria. It often felt as though the lectures didn't matter at all. Right when the class begins to introduce a more robust tour of laying out a game story, it suddenly ends. This class is only useful to students who are interested in an area of game design besides writing and who are taking the whole series anyway. If you are seriously interested in writing, this class will have little value for you and I would recommend skipping it.",2,en,negative,find portion class teach story telling painfully simplified learn feel challenge whatsoever fact feel rehash information grade english class hyperbole component class learn create document use pitch game developer find component useful easily compress single week single lecture real accountability come grade work work peer grade student grade capriciously regard criterion lay lecture word student respond cool interesting find assignment regard weekly lecture grade criterion feel lecture matter right class begin introduce robust tour lay game story suddenly end class useful student interested area game design write take series seriously interested writing class little value recommend skip
smart-cities,The lectures for this course lacked substance. The quizzes predominantly asked for verbatim recitation of the substance-free lectures.,2,en,negative,lecture course lack substance quiz predominantly ask verbatim recitation substance free lecture
photography-project,Learnt alot,5,en,positive,learn alot
swift-programming,"The course was not prepared at all, badly improvised and with no structure. I wish I could have my money back.",1,en,negative,course prepare badly improvise structure wish money
python-data,Great way to Learn !!! Thanks so much,5,en,positive,great way learn thank
scandinavian-movies-tv,Short overview of history without much of a value.,1,en,negative,short overview history value
fixing-healthcare,"I am not connecting to the instructor at all. The material is well managed and organized but I am not able to really hear or understand. Further, my connection to the site is disturbing. In this and a couple of other courses, the video lectures jump around and begin in the middle of the lecture. Between these two issues, I am not having a good experience with this course. I live in the US and have graduate degrees in public health .",2,en,negative,connect instructor material manage organize able hear understand connection site disturbing couple course video lecture jump begin middle lecture issue have good experience course live graduate degree public health
understanding-financial-markets,"amazing course, great detailing and from the basics.",5,en,positive,amazing course great detail basic
finance-for-non-finance-managers,Thanks a lot!Financing is really large field! But it is a little too cramming for me...,3,en,neutral,thank large field little cramming
java-programming,A bit complicated for a beginner.,3,en,neutral,bit complicated beginner
positive-psychology,Not a positive act to make people pay to be able to participate in the quizzes. The other audited classes allow everyone to participate in everything. We just do not become certified if we have taken the class for audit rather than credit.,1,en,negative,positive act people pay able participate quiz audit class allow participate certified take class audit credit
grammar-punctuation,"I learned a lot of new thing, ideally we don't bother what we write; but we make a lot of mistakes.",5,en,positive,learn lot new thing ideally bother write lot mistake
negotiation-skills,"I never realized that there is an art to negotiation. Often, I would feel at a disadvantage when negotiating as I did not have the experience or the confidence to say what I wanted from a negotiation. I have now learnt some techniques that will help build up my confidence during negotiation and I hope to practice those skills even more!",5,en,positive,realize art negotiation feel disadvantage negotiate experience confidence want negotiation learn technique help build confidence negotiation hope practice skill
getting-started-with-essay-writing,"Much better than the first course in the specialization.Too many dependencies on non-standard data formats, like MS Word.",3,en,neutral,well course dependency non standard data format like ms word
data-analytics-business,Great,5,en,positive,great
machine-learning,"Very nice course, instructive and accessible to anyone.",5,en,positive,nice course instructive accessible
data-cleaning,Sometimes is hard to follow,3,en,neutral,hard follow
principles-of-macroeconomics,"Good guide of Macroeconomics, but there are some sensitive contents for learners of China in the last few weeks.",4,en,positive,good guide macroeconomic sensitive content learner china week
analytics-tableau,"This is an excellent class that covers basic data analysis and visualization with Tableau, but more importantly covers how to approach data analysis and how to present the results of a data analysis to a business audience (i.e., management executives). I would recommend this class for anybody starting in this space, or anybody who feels that their analysis is not coming through to decision-makers in their organization.",5,en,positive,excellent class cover basic data analysis visualization tableau importantly cover approach datum analysis present result data analysis business audience management executive recommend class anybody start space anybody feel analysis come decision maker organization
marketing-digital,Very interesting to have a broad view of how marketing tools create value to consumer nowadays.,3,en,neutral,interesting broad view marketing tool create value consumer nowadays
script-writing,I understood the point that in script writing matters more than theory but I don't think that it's right that all marks I got I received from other with me with zero feedback from lectors and teachers.Definitely I wouldn't pay for sertificate but as first step and making some ready draft for further polishing the script this course was enough. So from one side it helped me to move forward with my idea but on other hand I didn't get any professional feedback and advices from teacher. There were some very useful comments from other students but I also need some help from people who are real professionals in it.,3,en,neutral,understand point script writing matter theory think right mark get receive zero feedback lector pay sertificate step make ready draft polish script course help forward idea hand professional feedback advice teacher useful comment student need help people real professional
exploratory-data-analysis,The final project did not require use of the material in the course beyond the first week and a half. I did not take any quizzes or otherwise have my knowledge tested on the material in the second half of the course.,2,en,negative,final project require use material course week half quiz knowledge test material second half course
adjective-clauses,Thank you so much . this course is very useful,5,en,positive,thank course useful
negotiation,"Great Teacher. Great examples. Only issue i did not like what that you had to find a partner to negotiate with and I found it a bit difficult to find people in my time zone who spoke good English. Other than that it was a great course and I recommend it for any one who want to go into business, law or retail management",5,en,positive,great teacher great example issue like find partner negotiate find bit difficult find people time zone speak good english great course recommend want business law retail management
iot-augmented-reality-technologies,"one AR lecture is 20 minutes, nearly fell asleep...",3,en,neutral,ar lecture minute nearly fall asleep
construction-finance,Quizzes are not challenging enough,3,en,neutral,quiz challenge
wharton-introduction-spreadsheets-models,There were some useful examples in this course. But overall this course and the entire specialisation rely too heavily on Excel which seems a bit outdated when data sets are so much bigger these days (than the ones in this course). Based on the requirements of companies hiring data and business analysts the expectation for anybody who wants to work in this field is in at least one or more programming languages.,3,en,neutral,useful example course overall course entire specialisation rely heavily excel bit outdated datum set big day one course base requirement company hire datum business analyst expectation anybody want work field programming language
inferential-statistics,"Hopelessly fast, compared to the excellent Basic Statistics by the same team. I gave up in week 1.",1,en,negative,hopelessly fast compare excellent basic statistic team give week
r-programming,It seemed like course material had little to do with the assignments. Teach us how to read alphabets and assignment is to write poetry. Big jump!,3,en,neutral,like course material little assignment teach read alphabet assignment write poetry big jump
machine-learning,My only problem with this course is that it did not contain reinforcement learning. Please add this topic to future sessions.,5,en,positive,problem course contain reinforcement learning add topic future session
learning-how-to-learn,"Excellent !!! Well made, and high level course.",5,en,positive,excellent high level course
get-active,thanks for the course it is very useful,5,en,positive,thank course useful
modern-world-2,"a little propagandist, but interesting with that in mind",2,en,negative,little propagandist interesting mind
data-patterns,"I'd review this course for two parts: lectures and programming assignments.Lectures: Prof. Jiawei Han is a pioneer of the subject. However, I was expecting a more indepth elaboration of techniques. In almost all his lectures he covered very crucial topics at a near-shallow level. For someone like me, it was a motivation to be learning the subject from him but I was left disappointed a little bit. I felt if i was just to gain a superficial understanding then I would have browsed through any website/blog/article rather than paying for this course and coming here under his tutelage. I will not expect him to be as thorough as he'd be in his lectures at UIUC (although why not!) but a more elaborative explanation with more notable examples (instead of pointing to the reading material at the end of 4th minute of the lecture) will be more fruitful and a better learning experience.The programming assignments are challenging and will definitely open up the thought process towards being able to imagine what patterns mean and how to go about extracting them.",3,en,neutral,review course part lecture program prof jiawei han pioneer subject expect indepth elaboration technique lecture cover crucial topic near shallow level like motivation learn subject leave disappoint little bit feel gain superficial understanding browse website blog article pay course come tutelage expect thorough lecture uiuc elaborative explanation notable example instead point reading material end minute lecture fruitful well learn programming assignment challenge definitely open thought process able imagine pattern mean extract
aristotle,This was an enjoyable course. The professor through her explanations made what could be difficult concepts understandable and fun.,5,en,positive,enjoyable course professor explanation difficult concept understandable fun
systems-biology,"Boring voice. A lot of overcomplicated terms, where you can describe your idea in a much more simple way. In result i feel that lector read this material not to teach people, but just to read it. Disgusting.",1,en,negative,boring voice lot overcomplicated term describe idea simple way result feel lector read material teach people read disgusting
basic-statistics,"great introduction to statistics with no prior knowledge required. Although in parts has been challenging, for me is the right degree of difficulty to push an individual to learning.",5,en,positive,great introduction statistic prior knowledge require part challenge right degree difficulty push individual learn
property-law-and-economics,"not what I thought it would be, based on the intro",1,en,negative,think base intro
art-of-negotiation,there was no home works,2,en,negative,home work
robotics-flight,"I think this course does not a good job of explaining the mathematics very well. The supplementary material is very good in that regard, compared to the lectures. However, there are too few to make up for it. I would need a few example calculations of similar problems to what we are expected to solve in the exercises.As a result, my learning success is not very satisfactory.",2,en,negative,think course good job explain mathematic supplementary material good regard compare lecture need example calculation similar problem expect solve result learn success satisfactory
r-programming,"A bit of a deep plunge if you've never coded before, yet too shallow to satisfactorily introduce someone skilled in other languages to the many peculiarities of R. I don't envy instructors trying to balance these two needs in such a short time.",3,en,neutral,bit deep plunge cod shallow satisfactorily introduce skilled language peculiarity envy instructor try balance need short time
exposure-photography,"Good course to start with the basics of photography. Group assessments can be hit or miss given varied experiences of other students, but overall a good place to start",3,en,neutral,good course start basic photography group assessment hit miss give varied experience student overall good place start
grammar-punctuation,Good Content and Clear explanation.,4,en,positive,good content clear explanation
html,"This is a good course for anybody interested in learning about HTML but has no technical knowledge. Professor Lent has kept things simple, yet engaging.",5,en,positive,good course anybody interested learn html technical knowledge professor lent keep thing simple engage
marketing-plan,Terrible course.... the instructor just read out of the power point. No examples or case studies or insights.very disappointed in the class.,1,en,negative,terrible course instructor read power point example case study disappoint class
fundamentals-of-management,"primarily thanks for financial aid,by getting financial aid from the couresera i entered to tis programmeafter get in to the course learn lot lecturers were explained well understandable mannerthank you coursera :) :)",4,en,positive,primarily thank financial aid get financial aid couresera enter tis programmeafter course learn lot lecturer explain understandable mannerthank coursera
reproducible-research,"Besides the ""real"" scientists like medicine or bioscience, I think the whole community would be better off it everybody would follow the principles laid out here: Do your analysis but make sure that others can follow the rationale and that your steps are documented and thus reproducible.",4,en,positive,real scientist like medicine bioscience think community well everybody follow principle lay analysis sure follow rationale step document reproducible
sustainable-development,Great course but content and quizzes need updating. Certificate would be nice.,3,en,neutral,great course content quiz need update certificate nice
dog-emotion-and-cognition,"The course was good, but I think that only it's really enjoyable if you have a dog. As the professor says, both the book and the online resource Dognition isn't needed for the completion of this course. The book was really good, but I think that Dognition was too expensive, especially if you haven't a dog (not useful).",3,en,neutral,course good think enjoyable dog professor say book online resource dognition need completion course book good think dognition expensive especially dog useful
software-processes-and-agile-practices,Great course!,5,en,positive,great course
memory-and-movies,"I liked this course for the wide range of movie excerpts which underscored a memory malfunction. The scenes were often emotional, quite surprising such a short moment could be so charged.However the main emphasis of this memory module was to explore malfunctioning memory, to the side of pathology. This was done professionally without a doubt. However this was not what I personally was looking for although one learns about dementia, alzheimer, etc, which is interesting as they will affect most of us in someway or another.",3,en,neutral,like course wide range movie excerpt underscore memory malfunction scene emotional surprising short moment main emphasis memory module explore malfunctioning memory pathology professionally doubt personally look learn dementia alzheimer etc interesting affect someway
terrorism,more about the study of terrorism than about terrorism,2,en,negative,study terrorism terrorism
progfun2,The main difficulty of the task does not apply to the course,3,en,neutral,main difficulty task apply course
macroeconomic-factors,Instructor is very dry. Needs better on camera presence and ability to communicate the ideas. There should be more homework for practicing the material covered.,3,en,neutral,instructor dry need well camera presence ability communicate idea homework practice material cover
everyday-leadership-foundation,"Good organization and lecture format, but stressfully strict rubrics on the assignments given the peer review structure.",3,en,neutral,good organization lecture format stressfully strict rubric assignment give peer review structure
interface-with-arduino,the pace was too fast. it would have been nice if there was any a complete but simple example after teaching each concept. specifically regarding I2C everything was in rush.,3,en,neutral,pace fast nice complete simple example teach concept specifically rush
pricing-strategy,Got great content. Helps in pricing-decision-making analytically as well. Very good examples and simulation. Enjoyed the course. Totally worth it.,5,en,positive,get great content help pricing decision make analytically good example simulation enjoy course totally worth
robotics-learning,need more lectures. there are complicated topics with weak background for the students.except that it is a great course. thanks..,3,en,neutral,need lecture complicated topic weak background great course thank
interface-with-arduino,Not that detailed stuff.,3,en,neutral,detailed stuff
market-research,"Lack of examples, sometimes it is not easy to understand what lesson is about",2,en,negative,lack example easy understand lesson
financial-accounting-basics,"Recommend the Introduction to Financial Accounting Course from UPenn, which is more informative and more engaging.",3,en,neutral,recommend introduction financial accounting course upenn informative engaging
text-mining,"Forums were poorly organized and not well participated in.There was no forum topic for the honors assignment.Honors assignment appeared to require unix, which was not stated in the course requirements.Honors assignment was due too early in the term.",2,en,negative,forum poorly organize participate forum topic honor assignment appear require unix state course assignment early term
leadership-collaboration,The course is both challenging and you can utilize and put into practic,5,en,positive,course challenging utilize practic
big-data-introduction,High level introduction.,5,en,positive,high level introduction
marketing-analytics,The instructor is really makes the topic boring. I would also like to see more examples of real world application.,3,en,neutral,instructor make topic boring like example real world application
python-network-data,Great class. It is very perfect for beginners.,5,en,positive,great class perfect beginner
craft-of-plot,The problem is that the only feedback a student gets is from other students. I only received 1 feedback from the supposedly 3 each week for 4 weeks. I gave 3 stars because the videos are very good and good concepts but I paid far more money than they now charge. So I doubt I will finish the certificate because the final course relies only on student feedback which is non-existent.,3,en,neutral,problem feedback student get student receive feedback supposedly week week give star video good good concept pay far money charge doubt finish certificate final course rely student feedback non existent
infrastructure-investing,"Superb! A easy and smooth introduction to basic project finance. For me, an engineer, was a great way to learn the basics to do my job. Essential before any high level course (unless you are already introduced in this subject)",5,en,positive,superb easy smooth introduction basic project finance engineer great way learn basic job essential high level course introduce subject
grammar-punctuation,This is good and informative. And it provides with the knowledge of grammar and punctuation.,5,en,positive,good informative provide knowledge grammar punctuation
project-management-basics,Very basic. I guess if you have no education or experience its good.,1,en,negative,basic guess education experience good
data-manipulation,"The exercises are fun and challenging. However, the lecture are not related to the exercises and are very hard to follow (I think it's the same thing as Brian's class in Johns Hopkins' data science course) If you are taking Bill Howe's class, just go straight to those exercises and skip lectures.",2,en,negative,exercise fun challenging lecture relate exercise hard follow think thing brian class johns hopkins datum science course take bill howe class straight exercise skip lecture
machine-learning,Brilliant course. Andrew Ng is a very talented lecturer with a rare gift to present complex problems in a very palatable manner. Plus you get to brush up on your long forgotten math and programming skills.,5,en,positive,brilliant course andrew ng talented lecturer rare gift present complex problem palatable manner plus brush long forget math programming skill
learn-chinese,It would be even more interesting if the chinese caracters were written with the Pinyin (and not just the pinyin).,3,en,neutral,interesting chinese caracter write pinyin pinyin
intro-programming,"really lke ths straght forward, engaging, introducton to programing",5,en,positive,lke th straght forward engage introducton program
big-data-introduction,The time / usefulness rate of this course is very low. Most of the stuff they teach (at least in introduction) is very basic theory that's presented in not really interesting way.,3,en,neutral,time usefulness rate course low stuff teach introduction basic theory present interesting way
analytics-excel,"Poorly coordinated lectures. References to resources that are not provided. No response (at least, for days on end) when questions are posted on the forums",1,en,negative,poorly coordinate lecture reference resource provide response day end question post forum
grammar-punctuation,"A very weak course, gives very little knowledge of grammar, doesn't really explain quite a lot of things. If you are a first year primary school student, this course might be helpful, otherwise a complete waste of time.",1,en,negative,weak course give little knowledge grammar explain lot thing year primary school student course helpful complete waste time
bayesian-statistics,"I have studied some Bayesian Statistics before. I feel like the materials itself is not sufficient for entry level, and will actually confuse some of the learners. Anyway, this is just my two cents. :)",1,en,negative,study bayesian statistic feel like material sufficient entry level actually confuse learner cent
script-writing,"The instructor says in the first video: ”you do not need to read a book on how to write a script” – in my opinion YOU DO! Better to read a book or two than waste your time on this course; the videos are extremely short, shallow and a waste of time!",1,en,negative,instructor say video need read book write script opinion well read book waste time course video extremely short shallow waste time
python-data,Nice course but be aware that this is at a very basic level!,3,en,neutral,nice course aware basic level
wireless-communication-technologies,New technologies are not explained in detail in a layperson's term.,3,en,neutral,new technology explain detail layperson term
systems-thinking,"There was a lot I liked about this course, especially the weeks focusing on background and theory. However, about half the course focused too much on the software that could be used for systems analyses in public health. I would have preferred more of an overview of systems thinking and less diving into the nitty gritty of technology. The other systems course (Systems Science and Obesity) seemed to balance these aspects much better - and moved the technical aspects to labs.",3,en,neutral,lot like course especially week focus background theory half course focus software system analysis public health prefer overview system think diving nitty gritty technology system course system science obesity balance aspect well move technical aspect lab
grammar-punctuation,"It was a great course. I loved it too much. Also, it helped me. Thank you so much.",5,en,positive,great course love help thank
energy-101,"In all it's a good course to know some basics, but the data and some of the informations are out of date. It seems most datas are from late 2012 early 2013, things have changed.",3,en,neutral,good course know basic datum information date data late early thing change
sustainable-development,Very Interesting and helpful. It's a way to open our mind and definitely something that everyone should know about before it is too late.,4,en,positive,interesting helpful way open mind definitely know late
mafash,"The course content of this course is not much and thus one can finish it rather very quickly. However one of the lecturer's had such a heavy accent I had to use subtitles just to understand the content. I am not in anyway in the fashion industry nor aspiring to be so this was just like a ""tester"" for me. I was however surprised that its not all about modelling and the sorts but incorporates some business aspect about the fashion industry.",3,en,neutral,course content course finish quickly lecturer heavy accent use subtitle understand content fashion industry aspire like tester surprised modelling sort incorporate business aspect fashion industry
machine-learning,"This is an excellent course. I knew virtually nothing about machine learning prior to doing this course, and now I feel I have a good understanding of the various models and their underlying assumptions, applications and limitations. Prof. Andrew Ng is a superb teacher - a leader in his field who is prepared to take the time to carefully and patiently explain the ML concepts in detail but with an eye to their practical application. I am most grateful to him and his team for taking the time to put together such a wonderful course.",5,en,positive,excellent course know virtually machine learn prior course feel good understanding model underlie assumption application limitation prof andrew ng superb teacher leader field prepared time carefully patiently explain ml concept detail eye practical application grateful team take time wonderful course
python-network-data,"I thought the content layout for Courses 1 and 2 were okay. However, when I got to Course 3: Using Python to Access Web Data, I was extremely disappointed. This specialization is advertised as one does not require programming experience. Course 3, however, introduces a variety of computer science topics that I believe cause information overload for a beginner. A student is bombarded with information about regular expressions, the HTTP protocol, web sockets, URLs, HTML, XML, JSON, and APIs. In fact, the video lectures spend the majority of the time explaining these concepts, while spending very little time explaining how to use Python to access web data. The corresponding book, Python for Informatics, was of little help understanding the assignments. Like the videos, the book lacks sufficient numbers of examples. The few examples that are given lack adequate explanations of the code they contain. I found myself on many occasions asking, ""What exactly does this line or block of code do?"", and could not locate the answer. If not for the forum, I would not have been able to complete th",1,en,negative,think content layout course okay get course python access web datum extremely disappointed specialization advertise require programming experience course introduce variety computer science topic believe cause information overload beginner student bombard information regular expression http protocol web socket url html xml json apis fact video lecture spend majority time explain concept spend little time explain use python access web datum correspond book python informatic little help understand assignment like video book lack sufficient number example example give lack adequate explanation code contain find occasion ask exactly line block code locate answer forum able complete th
data-scientists-tools,It introduces useful tools.,5,en,positive,introduce useful tool
buddhist-meditation,"I could barely get the videos to work. The information was great, what I could get to, anyways.",3,en,neutral,barely video work information great anyways
data-science-course,"The material is of a good level, it is a good first introduction to the field.",4,en,positive,material good level good introduction field
website-coding,The assignments were not very challenging nor were the lectures very in depth.,3,en,neutral,assignment challenging lecture depth
data-products,"Although I really liked the content of this course, the videos seemed to be have been done with rush. Many of the explanations were started but not finished and the presenter had many breaks during his speech to think or to go back with a better explanation.",3,en,neutral,like content course video rush explanation start finish presenter break speech think well explanation
happiness,"A disorganized mess. Got no acknowledgement that i was turning in assignments. My peer-review assignment for week 1 was done the first week was never peered, reviewed, or peer-reviewed. Completed three weeks, all assignments exactly as instructed. God only knows if anything has been received or credited. I hate myself for getting suckered into this awful thing. Bye Coursera.",1,en,negative,disorganized mess get acknowledgement turn assignment peer review assignment week week peer review peer review complete week assignment exactly instruct god know receive credit hate getting suckere awful thing bye coursera
